"        עסקה","     ת.אספקה","   מספר חברה","     ת.אספקה","        סכום","     שם לקוח","        הנחה"," סטטוס כספים"," סטטוס שיווק","      מעטפות","     ת.תשלום","     א.תשלום","  אישור כספי","   עסקת סניף","       זיכוי","            ","      סוג תו","        ילקח","   שי ארגוני","        סיבה","       כתובת","        1 שי","        2 שי","        3 שי","  תיאום הפצה","      מתמשכת"
539154   ,20200826  ,927491  ,26082020  ,20000       ,"      אליהו חסון בעמ",.00    ,52  ,24  ,100    ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 10              ח תקווה אימבר",25   ,0    ,0    ,"2"," "
539190   ,20200826  ,913164  ,26082020  ,42000       ,"התאחדות התעשיינים בי",.00    ,52  ,24  ,320    ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       דיעין-מכבים-רעו שד הרכס",25   ,0    ,0    ,"2"," "
539192   ,20200826  ,910889  ,26082020  ,10000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,29     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
539193   ,20200826  ,4853    ,26082020  ,155000      ,"      בסט קרטון בע""מ",.00    ,52  ,24  ,375    ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    32               סריה האשל",2    ,0    ,0    ," "," "
539205   ,20200826  ,924048  ,26082020  ,196000      ,"עיריית ירושלים-ועד ת",.00    ,50  ,24  ,280    ,0         ,3    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    5         ושלים אליאב יעקב",2    ,0    ,0    ," "," "
539206   ,20200826  ,926721  ,26082020  ,6600        ,"          ספרי גאולה",.00    ,52  ,24  ,22     ,26082020  ,6    ,"כ","ח",0          ,0  ,9  ,"ש","שי",0   ,"    1              ת שמש העליה",25   ,0    ,0    ,"2"," "
539243   ,20200826  ,911194  ,26082020  ,3200        ,"רזאל אינטגרציה וטכנו",.00    ,52  ,24  ,16     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ," "," "
539244   ,20200826  ,902826  ,26082020  ,5000        ," רזאל-מערכות זמן אמת",.00    ,52  ,24  ,25     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ," "," "
539249   ,20200826  ,902826  ,26082020  ,3000        ," רזאל-מערכות זמן אמת",.00    ,52  ,24  ,15     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ," "," "
539274   ,20200826  ,911245  ,26082020  ,24000       ,"     לשכת רואי חשבון",.00    ,52  ,24  ,24     ,25082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    9             ר סבא ביאליק",25   ,0    ,0    ," "," "
539292   ,20200826  ,911197  ,26082020  ,21300       ,"    רזאל מערכות מידע",.00    ,52  ,24  ,106    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ,"2"," "
539293   ,20200826  ,911197  ,26082020  ,5850        ,"    רזאל מערכות מידע",.00    ,52  ,24  ,9      ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ,"2"," "
539311   ,20200826  ,911245  ,26082020  ,15000       ,"     לשכת רואי חשבון",.00    ,52  ,24  ,15     ,25082020  ,32   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"    1        ושלים בורלא יהודה",25   ,0    ,0    ," "," "
539316   ,20200826  ,923249  ,26082020  ,30000       ,"       עו""ד רון אייל",.00    ,52  ,24  ,75     ,24082020  ,5    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ק חפר לא ידוע",25   ,0    ,0    ," "," "
539333   ,20200826  ,910889  ,26082020  ,20000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,60     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
539409   ,20200826  ,910406  ,26082020  ,60900       ,"הסוכנות היהודית לישר",.00    ,52  ,24  ,1      ,27082020  ,6    ,"כ"," ",0          ,0  ,7  ,"ש","שי",0   ,"    3              ושלים העסקן",25   ,0    ,0    ," "," "
539411   ,20200826  ,924832  ,26082020  ,6600        ,"ועידן פתרונות קונפרנ",.00    ,52  ,24  ,12     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 35               ח תקווה אפעל",25   ,0    ,0    ," "," "
539425   ,20200826  ,919282  ,26082020  ,3800        ,"         הדסה נעורים",.00    ,52  ,24  ,38     ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1            ורים לא ידוע",25   ,0    ,0    ," "," "
539436   ,20200826  ,924225  ,26082020  ,1275000     ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,1700   ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539437   ,20200826  ,924225  ,26082020  ,1275000     ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,1700   ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539438   ,20200826  ,924225  ,26082020  ,1275000     ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,1700   ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539439   ,20200826  ,924225  ,26082020  ,1275000     ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,1700   ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539444   ,20200826  ,26529   ,26082020  ,16000       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,110    ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539445   ,20200826  ,26529   ,26082020  ,5500        ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,15     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539446   ,20200826  ,26529   ,26082020  ,19200       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,48     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539451   ,20200826  ,924225  ,26082020  ,40000       ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,80     ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539452   ,20200826  ,924225  ,26082020  ,35000       ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,70     ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539453   ,20200826  ,924225  ,26082020  ,140000      ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,400    ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539454   ,20200826  ,924225  ,26082020  ,120000      ,"ארגון עובדי עיריית ח",.00    ,52  ,24  ,400    ,27082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       5              פה שפירא",25   ,0    ,0    ," "," "
539461   ,20200826  ,26529   ,26082020  ,4000        ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,13     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539462   ,20200826  ,26529   ,26082020  ,8000        ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,60     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539463   ,20200826  ,26529   ,26082020  ,10000       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,10     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539464   ,20200826  ,26529   ,26082020  ,8000        ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,25     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539473   ,20200826  ,911245  ,26082020  ,16000       ,"     לשכת רואי חשבון",.00    ,52  ,24  ,16     ,25082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," דיעין-מכבים-רעו נחל יעלים מ""ר",25   ,0    ,0    ," "," "
539474   ,20200826  ,923514  ,26082020  ,75400       ," מועדון הטבות לעובדי",.00    ,52  ,24  ,377    ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   49   ושלים דרך ואדי אל ג'וז",25   ,0    ,0    ," "," "
539475   ,20200826  ,26529   ,26082020  ,13300       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,67     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539476   ,20200826  ,26529   ,26082020  ,14000       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,38     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539477   ,20200826  ,26529   ,26082020  ,10000       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,15     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539478   ,20200826  ,26529   ,26082020  ,10000       ,"      ס.ע.ן זהב בע""מ",.00    ,52  ,24  ,15     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      4              ניה הצורן",25   ,0    ,0    ," "," "
539553   ,20200826  ,926727  ,26082020  ,17600       ,"  אפרים רוגובין בע""מ",.00    ,52  ,24  ,35     ,24082020  ,6    ,"כ"," ",0          ,0  ,9  ,"ש","שי",0   ,"    11      ת גן דרך בגין מנחם",25   ,0    ,0    ,"2"," "
539567   ,20200826  ,909826  ,26082020  ,27500       ,"לויתן שרון ושות' משר",.00    ,52  ,24  ,65     ,19082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"          אביב - יפו אלון יגאל",25   ,0    ,0    ,"2"," "
539568   ,20200826  ,904864  ,26082020  ,80640       ,"         עיריית רמלה",.00    ,52  ,24  ,358    ,26082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      59            לה שד הרצל",25   ,0    ,0    ,"1"," "
539576   ,20200826  ,917768  ,26082020  ,2100        ,"משקי עמק הירדן אגודה",.00    ,50  ,24  ,5      ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
539578   ,20200826  ,919811  ,26082020  ,35500       ,"         מכללת אוהלו",.00    ,50  ,24  ,57     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1        רין טיילת חרמון",25   ,0    ,0    ," "," "
539585   ,20200826  ,924160  ,26082020  ,150050      ,"     כתר פלסטיק בע""מ",.00    ,50  ,24  ,192    ,0         ,88   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"5              נעם עילית הכרמל",2    ,0    ,0    ," "," "
539586   ,20200826  ,924160  ,26082020  ,113000      ,"     כתר פלסטיק בע""מ",.00    ,50  ,24  ,142    ,0         ,88   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    58             מיאל החרושת",2    ,0    ,0    ," "," "
539587   ,20200826  ,924160  ,26082020  ,403200      ,"     כתר פלסטיק בע""מ",.00    ,50  ,24  ,515    ,0         ,88   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    49             מיאל החרושת",3    ,0    ,0    ," "," "
539594   ,20200826  ,924160  ,26082020  ,295150      ,"     כתר פלסטיק בע""מ",.00    ,50  ,24  ,381    ,0         ,88   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    51             מיאל החרושת",3    ,0    ,0    ," "," "
539597   ,20200826  ,914547  ,26082020  ,67000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,193    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539598   ,20200826  ,914547  ,26082020  ,11250       ,"   משקי הגליל העליון",.00    ,50  ,24  ,29     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539600   ,20200826  ,914547  ,26082020  ,58500       ,"   משקי הגליל העליון",.00    ,50  ,24  ,117    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539601   ,20200826  ,914547  ,26082020  ,88950       ,"   משקי הגליל העליון",.00    ,50  ,24  ,258    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539604   ,20200826  ,914547  ,26082020  ,27000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,78     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539607   ,20200826  ,914547  ,26082020  ,20070       ,"   משקי הגליל העליון",.00    ,50  ,24  ,30     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539613   ,20200826  ,914547  ,26082020  ,23405       ,"   משקי הגליל העליון",.00    ,50  ,24  ,34     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539614   ,20200826  ,914547  ,26082020  ,29250       ,"   משקי הגליל העליון",.00    ,50  ,24  ,61     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539616   ,20200826  ,924160  ,26082020  ,162300      ,"     כתר פלסטיק בע""מ",.00    ,50  ,24  ,203    ,0         ,88   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"           ת אלון תבור לא ידוע",2    ,0    ,0    ," "," "
539617   ,20200826  ,914547  ,26082020  ,57500       ,"   משקי הגליל העליון",.00    ,50  ,24  ,118    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539619   ,20200826  ,914547  ,26082020  ,51000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,103    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539620   ,20200826  ,914547  ,26082020  ,12000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,26     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539621   ,20200826  ,914547  ,26082020  ,10500       ,"   משקי הגליל העליון",.00    ,50  ,24  ,21     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539622   ,20200826  ,914547  ,26082020  ,28500       ,"   משקי הגליל העליון",.00    ,50  ,24  ,105    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539636   ,20200826  ,920258  ,26082020  ,19000       ,"מקס לייט יבוא ושיווק",.00    ,52  ,24  ,100    ,23082020  ,6    ,"כ"," ",0          ,0  ,9  ,"ש","שי",0   ,"      1            ולה לא ידוע",25   ,0    ,0    ," "," "
539640   ,20200826  ,6829    ,26082020  ,186100      ,"נוימן תעשיות פלדה לב",.00    ,52  ,24  ,362    ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     36              יאל יסמין",2    ,0    ,0    ," "," "
539642   ,20200826  ,909907  ,26082020  ,6300        ,"          משקי המפרץ",.00    ,52  ,24  ,24     ,27082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
539643   ,20200826  ,909907  ,26082020  ,10000       ,"          משקי המפרץ",.00    ,52  ,24  ,30     ,27082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
539645   ,20200826  ,909907  ,26082020  ,39000       ,"          משקי המפרץ",.00    ,52  ,24  ,105    ,27082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
539646   ,20200826  ,918953  ,26082020  ,35500       ," יוביטק סולושנס בע""מ",.00    ,52  ,24  ,80     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     10              ניה הגביש",25   ,0    ,0    ," "," "
539659   ,20200826  ,920386  ,26082020  ,100001      ,"  אגוז סוכנות לביטוח",.00    ,52  ,24  ,150    ,18082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 19               ח תקווה אפעל",2    ,0    ,0    ," "," "
539691   ,20200826  ,927544  ,26082020  ,50000       ,"              א כפיר",.00    ,52  ,24  ,100    ,18082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      26         פה בעלי מלאכה",25   ,0    ,0    ," "," "
539698   ,20200826  ,918855  ,26082020  ,6750        ,"יעדים לצפון- מייסודה",.00    ,52  ,24  ,45     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1               מיאל דרור",25   ,0    ,0    ," "," "
539699   ,20200826  ,918855  ,26082020  ,20000       ,"יעדים לצפון- מייסודה",.00    ,52  ,24  ,120    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1               מיאל דרור",25   ,0    ,0    ," "," "
539701   ,20200826  ,908031  ,26082020  ,119500      ," - מרכז לבריאות הנפש",.00    ,52  ,24  ,410    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   1           ר יעקב דרך חיים",2    ,0    ,0    ,"2"," "
539702   ,20200826  ,908031  ,26082020  ,3000        ," - מרכז לבריאות הנפש",.00    ,52  ,24  ,10     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   1           ר יעקב דרך חיים",25   ,0    ,0    ,"2"," "
539703   ,20200826  ,923514  ,26082020  ,174500      ," מועדון הטבות לעובדי",.00    ,52  ,24  ,442    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"8         שון לציון דרך המכבים",2    ,0    ,0    ," "," "
539729   ,20200826  ,917768  ,26082020  ,400         ,"משקי עמק הירדן אגודה",.00    ,50  ,24  ,1      ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
539730   ,20200826  ,914547  ,26082020  ,4500        ,"   משקי הגליל העליון",.00    ,50  ,24  ,9      ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539742   ,20200826  ,914473  ,26082020  ,200000      ," מתן-סיוע בצדקה ברמת",.00    ,52  ,24  ,1600   ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1            נתן לא ידוע",2    ,0    ,0    ," "," "
539745   ,20200826  ,907216  ,26082020  ,43500       ,"(1993) שטראוס השקעות",.00    ,52  ,24  ,84     ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     3             ת גן היצירה",25   ,0    ,0    ,"2"," "
539746   ,20200826  ,910889  ,26082020  ,3150        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,18     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
539749   ,20200826  ,910889  ,26082020  ,17000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,57     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
539758   ,20200826  ,914547  ,26082020  ,68300       ,"   משקי הגליל העליון",.00    ,50  ,24  ,157    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
539769   ,20200826  ,924855  ,26082020  ,8700        ,"אחים לוי סוכנות גבעת",.00    ,52  ,24  ,28     ,24082020  ,6    ,"כ"," ",0          ,0  ,9  ,"ש","שי",0   ,"    7       עתיים תפוצות ישראל",25   ,0    ,0    ,"2"," "
539784   ,20200826  ,911611  ,26082020  ,16040       ,"    פאוור ביירס בע""מ",.00    ,52  ,24  ,28     ,23082020  ,4    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1            ניה לא ידוע",25   ,0    ,0    ," "," "
539804   ,20200826  ,910889  ,26082020  ,5000        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,17     ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
539806   ,20200826  ,917768  ,26082020  ,9600        ,"משקי עמק הירדן אגודה",.00    ,50  ,24  ,48     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
539807   ,20200826  ,927160  ,26082020  ,38000       ,"ועד עובדים הובלה ברי",.00    ,52  ,24  ,95     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      24       פה חלוצי התעשיה",25   ,0    ,0    ," "," "
539808   ,20200826  ,915090  ,26082020  ,97700       ,"חברת דואר ישראל בע""מ",.00    ,52  ,24  ,109    ,18082020  ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו היתד",25   ,0    ,0    ," "," "
539820   ,20200826  ,911151  ,26082020  ,34800       ,"        נובטייד בע""מ",.00    ,52  ,24  ,42     ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"  1          יית אתא דרך דשנים",25   ,0    ,0    ,"1"," "
539824   ,20200826  ,901091  ,26082020  ,3800        ," כרטיסי אשראי לישראל",.00    ,50  ,24  ,38     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   13       עתיים תפוצות ישראל",25   ,0    ,0    ," "," "
539838   ,20200826  ,918134  ,26082020  ,63000       ,"""גמא ניהול וסליקה בע",.00    ,52  ,24  ,143    ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   11      י ברק בן גוריון דוד",25   ,0    ,0    ," "," "
539840   ,20200826  ,915910  ,26082020  ,62700       ,"     דלק תעשיות בע""מ",.00    ,52  ,24  ,123    ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1          ד רבין יצחק",25   ,0    ,0    ," "," "
539842   ,20200826  ,923047  ,26082020  ,267         ,"      פוקס ויזל בע""מ",.00    ,50  ,24  ,1      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," דיעין-מכבים-רעו השדרה המרכזית",25   ,0    ,0    ," "," "
539844   ,20200826  ,916487  ,26082020  ,20000       ,"           לקט ישראל",.00    ,52  ,24  ,100    ,20082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     11              ננה הסדנא",25   ,0    ,0    ," "," "
539845   ,20200826  ,923514  ,26082020  ,37300       ," מועדון הטבות לעובדי",.00    ,52  ,24  ,76     ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      15              פה פלי""ם",25   ,0    ,0    ," "," "
539847   ,20200826  ,913157  ,26082020  ,73900       ,"           קמטק בע""מ",.00    ,52  ,24  ,149    ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"  7              דל העמק האריג",25   ,0    ,0    ," "," "
539849   ,20200826  ,913164  ,26082020  ,73655       ,"התאחדות התעשיינים בי",.00    ,52  ,24  ,149    ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     16             ניה המלאכה",25   ,0    ,0    ,"2"," "
539850   ,20200826  ,923514  ,26082020  ,50000       ," מועדון הטבות לעובדי",.00    ,52  ,24  ,200    ,20082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"    3           ושלים אורוגואי",25   ,0    ,0    ," "," "
539852   ,20200826  ,922918  ,26082020  ,12160       ,"       ONP אסם- וועד",.00    ,52  ,24  ,59     ,27082020  ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       2              הם רימון",25   ,0    ,0    ," "," "
539856   ,20200826  ,909858  ,26082020  ,10000       ,"להב-לשכת ארגוני עצמא",.00    ,52  ,24  ,25     ,18082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"   54            עתיים בורוכוב",25   ,0    ,0    ," "," "
539869   ,20200826  ,924448  ,26082020  ,242500      ," ועד עובדי מנמ""ש בית",.00    ,50  ,24  ,1035   ,0         ,95   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1            רייה לא ידוע",3    ,0    ,0    ," "," "
539872   ,20200826  ,917768  ,26082020  ,10000       ,"משקי עמק הירדן אגודה",.00    ,50  ,24  ,40     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
539874   ,20200826  ,917768  ,26082020  ,4560        ,"משקי עמק הירדן אגודה",.00    ,50  ,24  ,19     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
539882   ,20200826  ,923514  ,26082020  ,17200       ," מועדון הטבות לעובדי",.00    ,52  ,24  ,86     ,18082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       3             לה מס דני",25   ,0    ,0    ," "," "
539894   ,20200826  ,23071   ,26082020  ,7800        ,"   תוסף קומפנדס בע""מ",.00    ,52  ,24  ,17     ,27082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   1            ר יונה לא ידוע",25   ,0    ,0    ," "," "
539895   ,20200826  ,23071   ,26082020  ,42600       ,"   תוסף קומפנדס בע""מ",.00    ,52  ,24  ,95     ,27082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   1            ר יונה לא ידוע",25   ,0    ,0    ," "," "
