"        עסקה","     ת.אספקה","   מספר חברה","     ת.אספקה","        סכום","     שם לקוח","        הנחה"," סטטוס כספים"," סטטוס שיווק","      מעטפות","     ת.תשלום","     א.תשלום","  אישור כספי","   עסקת סניף","       זיכוי","            ","      סוג תו","        ילקח","   שי ארגוני","        סיבה","       כתובת","        1 שי","        2 שי","        3 שי","  תיאום הפצה","      מתמשכת"
540122   ,20200831  ,911245  ,31082020  ,9000        ,"     לשכת רואי חשבון",.00    ,48  ,24  ,30     ,25082020  ,32   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      5        ניה גבורי ישראל",25   ,0    ,0    ," "," "
540123   ,20200831  ,913164  ,31082020  ,8700        ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,15     ,23082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"    49               מונד הדקל",25   ,0    ,0    ,"2"," "
540131   ,20200831  ,922584  ,31082020  ,3000        ,"ד. עמיקם קבלנות מתכת",.00    ,48  ,24  ,12     ,0         ,6    ," ","ח",0          ,0  ,9  ,"ש","שי",92  ,"      147       ר דרך בר יהודה",25   ,0    ,0    ,"2"," "
540133   ,20200831  ,905900  ,31082020  ,20700       ,"פראקסל אינטרנשיונל ק",.00    ,48  ,24  ,42     ,25082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     9          צליה שנקר אריה",25   ,0    ,0    ," "," "
540148   ,20200831  ,914225  ,31082020  ,4000        ,"    משקי עמק בית שאן",.00    ,48  ,24  ,8      ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540160   ,20200831  ,914225  ,31082020  ,1000        ,"    משקי עמק בית שאן",.00    ,48  ,24  ,3      ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540176   ,20200831  ,924110  ,31082020  ,1200        ,"גדות מסופים לכימקלים",.00    ,48  ,24  ,6      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      5             ניה המלאכה",25   ,0    ,0    ," "," "
540183   ,20200831  ,903659  ,31082020  ,130500      ,"שי חברה לשרותי סיעוד",.00    ,48  ,24  ,310    ,30082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ," 39            דל העמק הניצנים",2    ,0    ,0    ," "," "
540192   ,20200831  ,907582  ,31082020  ,8000        ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,80     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540193   ,20200831  ,907582  ,31082020  ,13900       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,47     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540194   ,20200831  ,907582  ,31082020  ,6100        ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,21     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540195   ,20200831  ,907582  ,31082020  ,8600        ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,86     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540197   ,20200831  ,907582  ,31082020  ,24000       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,90     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540198   ,20200831  ,909858  ,31082020  ,2000        ,"להב-לשכת ארגוני עצמא",.00    ,48  ,24  ,20     ,19082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ," 2               רון יעקב הדגן",25   ,0    ,0    ," "," "
540199   ,20200831  ,907582  ,31082020  ,70000       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,179    ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540201   ,20200831  ,907582  ,31082020  ,1200        ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,5      ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540208   ,20200831  ,913164  ,31082020  ,40500       ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,149    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  9               ר עקיבא ההדס",25   ,0    ,0    ," "," "
540214   ,20200831  ,924125  ,31082020  ,39750       ,"      ברן ישראל בע""מ",.00    ,48  ,24  ,85     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    5          ת דגן בגין מנחם",25   ,0    ,0    ," "," "
540215   ,20200831  ,924125  ,31082020  ,9200        ,"      ברן ישראל בע""מ",.00    ,48  ,24  ,17     ,27082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      10    פה מרקוני גוליאלמו",25   ,0    ,0    ," "," "
540249   ,20200831  ,922177  ,31082020  ,520         ,"  ספלנדו אחזקות בע""מ",.00    ,48  ,24  ,4      ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"   23             ימינה השעורה",25   ,0    ,0    ," "," "
540255   ,20200831  ,922177  ,31082020  ,13250       ,"  ספלנדו אחזקות בע""מ",.00    ,48  ,24  ,50     ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"   23             ימינה השעורה",25   ,0    ,0    ," "," "
540260   ,20200831  ,908884  ,31082020  ,6700        ,"מרס ריגלי ישראל בע""מ",.00    ,48  ,24  ,46     ,27082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     26      ננה זרחין אלכסנדר",25   ,0    ,0    ," "," "
540262   ,20200831  ,912405  ,31082020  ,83500       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,167    ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"       8              פה פלי""ם",25   ,0    ,0    ," "," "
540275   ,20200831  ,913164  ,31082020  ,57400       ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,156    ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"   5            דל תפן לא ידוע",25   ,0    ,0    ," "," "
540280   ,20200831  ,459     ,31082020  ,77000       ,"ביטום תעשיות פטרו כי",.00    ,48  ,24  ,83     ,30082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"       4             פה היצירה",25   ,0    ,0    ,"2"," "
540285   ,20200831  ,923808  ,31082020  ,10400       ,"קידום חברה להשתלמיות",.00    ,48  ,24  ,13     ,24082020  ,6    ,"כ"," ",0          ,0  ,9  ,"ש","שי",92  ,"          אביב - יפו ארלוזורוב",25   ,0    ,0    ," "," "
540286   ,20200831  ,913164  ,31082020  ,19600       ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,49     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      1              ולה הברוש",25   ,0    ,0    ,"2"," "
540293   ,20200831  ,907735  ,31082020  ,24000       ,"          מרכז מילמן",.00    ,48  ,24  ,160    ,27082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      34        פה חטיבת כרמלי",25   ,0    ,0    ,"1"," "
540299   ,20200831  ,914225  ,31082020  ,2800        ,"    משקי עמק בית שאן",.00    ,48  ,24  ,10     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540301   ,20200831  ,914225  ,31082020  ,2250        ,"    משקי עמק בית שאן",.00    ,48  ,24  ,9      ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540311   ,20200831  ,909907  ,31082020  ,3350        ,"          משקי המפרץ",.00    ,48  ,24  ,13     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540312   ,20200831  ,909907  ,31082020  ,6150        ,"          משקי המפרץ",.00    ,48  ,24  ,21     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540314   ,20200831  ,909907  ,31082020  ,3350        ,"          משקי המפרץ",.00    ,48  ,24  ,11     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540315   ,20200831  ,909907  ,31082020  ,9000        ,"          משקי המפרץ",.00    ,48  ,24  ,18     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540317   ,20200831  ,909907  ,31082020  ,4200        ,"          משקי המפרץ",.00    ,48  ,24  ,19     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540322   ,20200831  ,909907  ,31082020  ,11400       ,"          משקי המפרץ",.00    ,48  ,24  ,43     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540330   ,20200831  ,909907  ,31082020  ,94750       ,"          משקי המפרץ",.00    ,48  ,24  ,197    ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540331   ,20200831  ,923514  ,31082020  ,27650       ," מועדון הטבות לעובדי",.00    ,48  ,24  ,79     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      15              פה פלי""ם",25   ,0    ,0    ," "," "
540332   ,20200831  ,926473  ,31082020  ,294300      ,"  מועצה אזורית גלבוע",.00    ,48  ,22  ,545    ,0         ,2    ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      5       ולה שד רבין יצחק",3    ,0    ,0    ," "," "
540333   ,20200831  ,909907  ,31082020  ,89400       ,"          משקי המפרץ",.00    ,48  ,24  ,232    ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540336   ,20200831  ,909907  ,31082020  ,47350       ,"          משקי המפרץ",.00    ,48  ,24  ,121    ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540337   ,20200831  ,926473  ,31082020  ,4860        ,"  מועצה אזורית גלבוע",.00    ,48  ,22  ,10     ,0         ,2    ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      5       ולה שד רבין יצחק",25   ,0    ,0    ," "," "
540338   ,20200831  ,909907  ,31082020  ,2800        ,"          משקי המפרץ",.00    ,48  ,24  ,14     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540350   ,20200831  ,908572  ,31082020  ,12450       ,"  פארק תעשייה קיסריה",.00    ,48  ,24  ,33     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     7               סריה האשל",25   ,0    ,0    ," "," "
540357   ,20200831  ,913164  ,31082020  ,36600       ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,61     ,25082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      6              ימה המתכת",25   ,0    ,0    ," "," "
540358   ,20200831  ,914970  ,31082020  ,20000       ,"אפרים צבעים יבוא ושי",.00    ,48  ,24  ,175    ,27082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     41              ניה המסגר",25   ,0    ,0    ," "," "
540360   ,20200831  ,926473  ,31082020  ,11460       ,"  מועצה אזורית גלבוע",.00    ,48  ,22  ,30     ,0         ,2    ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      5       ולה שד רבין יצחק",25   ,0    ,0    ," "," "
540367   ,20200831  ,926630  ,31082020  ,6000        ,"   תמר פטרוליום בע""מ",.00    ,48  ,24  ,8      ,27082020  ,6    ,"כ","ח",0          ,0  ,9  ,"ש","שי",92  ,"    23         צליה בני בנימין",25   ,0    ,0    ," "," "
540375   ,20200831  ,909907  ,31082020  ,8000        ,"          משקי המפרץ",.00    ,48  ,24  ,39     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
540378   ,20200831  ,909907  ,31082020  ,289500      ,"          משקי המפרץ",.00    ,48  ,24  ,394    ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ו לא ידוע",3    ,0    ,0    ," "," "
540439   ,20200831  ,911245  ,31082020  ,59000       ,"     לשכת רואי חשבון",.00    ,48  ,24  ,310    ,25082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  3              רת כרמל יוזמה",25   ,0    ,0    ," "," "
540447   ,20200831  ,911245  ,31082020  ,9750        ,"     לשכת רואי חשבון",.00    ,48  ,24  ,13     ,25082020  ,32   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      15               פה חורב",25   ,0    ,0    ," "," "
540450   ,20200831  ,911245  ,31082020  ,25000       ,"     לשכת רואי חשבון",.00    ,48  ,24  ,250    ,25082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      30        פה תורה ועבודה",25   ,0    ,0    ," "," "
540463   ,20200831  ,910773  ,31082020  ,49000       ,"יוניליוור ישראל מזון",.00    ,48  ,24  ,38     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      52       פה יוליוס סימון",25   ,0    ,0    ," "," "
540464   ,20200831  ,910773  ,31082020  ,1241        ,"יוניליוור ישראל מזון",.00    ,48  ,24  ,1      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"             ד נמל תעופה גלבוע",25   ,0    ,0    ," "," "
540465   ,20200831  ,910773  ,31082020  ,4890        ,"יוניליוור ישראל מזון",.00    ,48  ,24  ,3      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1        ת דרך השוקולד",25   ,0    ,0    ," "," "
540466   ,20200831  ,914150  ,31082020  ,39800       ,"    קוסקוס מזון בע""מ",.00    ,48  ,24  ,47     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      3           ניה רגב אריה",25   ,0    ,0    ," "," "
540467   ,20200831  ,921366  ,31082020  ,1630        ,"בייגל בייגל (1985) מ",.00    ,48  ,24  ,1      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1        ת דרך השוקולד",25   ,0    ,0    ," "," "
540481   ,20200831  ,7172    ,31082020  ,800         ,"  גלידות שטראוס בע""מ",.00    ,48  ,24  ,1      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      52       פה יוליוס סימון",25   ,0    ,0    ," "," "
540482   ,20200831  ,7172    ,31082020  ,3200        ,"  גלידות שטראוס בע""מ",.00    ,48  ,24  ,4      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1         ו דרך החרושת",25   ,0    ,0    ," "," "
540483   ,20200831  ,914547  ,31082020  ,9500        ,"   משקי הגליל העליון",.00    ,48  ,24  ,38     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540484   ,20200831  ,914547  ,31082020  ,40000       ,"   משקי הגליל העליון",.00    ,48  ,24  ,160    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540485   ,20200831  ,921363  ,31082020  ,8000        ,"יוניליוור ישראל טיפו",.00    ,48  ,24  ,4      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      52       פה יוליוס סימון",25   ,0    ,0    ," "," "
540486   ,20200831  ,921363  ,31082020  ,1000        ,"יוניליוור ישראל טיפו",.00    ,48  ,24  ,2      ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"             ד נמל תעופה גלבוע",25   ,0    ,0    ," "," "
540487   ,20200831  ,914547  ,31082020  ,13250       ,"   משקי הגליל העליון",.00    ,48  ,24  ,28     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540488   ,20200831  ,914547  ,31082020  ,7800        ,"   משקי הגליל העליון",.00    ,48  ,24  ,30     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540489   ,20200831  ,914547  ,31082020  ,9900        ,"   משקי הגליל העליון",.00    ,48  ,24  ,34     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540490   ,20200831  ,914547  ,31082020  ,8250        ,"   משקי הגליל העליון",.00    ,48  ,24  ,24     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540492   ,20200831  ,914547  ,31082020  ,104800      ,"   משקי הגליל העליון",.00    ,48  ,24  ,158    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540493   ,20200831  ,914547  ,31082020  ,7050        ,"   משקי הגליל העליון",.00    ,48  ,24  ,26     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540494   ,20200831  ,914547  ,31082020  ,5000        ,"   משקי הגליל העליון",.00    ,48  ,24  ,50     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540496   ,20200831  ,914547  ,31082020  ,21750       ,"   משקי הגליל העליון",.00    ,48  ,24  ,87     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
540518   ,20200831  ,917768  ,31082020  ,5500        ,"משקי עמק הירדן אגודה",.00    ,48  ,24  ,12     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
540521   ,20200831  ,914225  ,31082020  ,11000       ,"    משקי עמק בית שאן",.00    ,48  ,24  ,25     ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540522   ,20200831  ,914225  ,31082020  ,171250      ,"    משקי עמק בית שאן",.00    ,48  ,24  ,382    ,0         ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
540524   ,20200831  ,921008  ,31082020  ,27100       ,"    ק.ל.ס קפיטל בע""מ",.00    ,48  ,24  ,83     ,23082020  ,97   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  2              רת כרמל יוזמה",25   ,0    ,0    ," "," "
540525   ,20200831  ,923514  ,31082020  ,22880       ," מועדון הטבות לעובדי",.00    ,48  ,24  ,36     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ," 3             רת עילית המלאכה",25   ,0    ,0    ," "," "
540534   ,20200831  ,908454  ,31082020  ,277900      ,"          נטפים בע""מ",.00    ,48  ,24  ,627    ,0         ,84   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"        1            ל לא ידוע",3    ,0    ,0    ," "," "
540539   ,20200831  ,900517  ,31082020  ,31000       ,"פז שמנים וכימקלים בע",.00    ,48  ,24  ,62     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"       8            פה דרך גזל",25   ,0    ,0    ," "," "
540540   ,20200831  ,924740  ,31082020  ,46350       ,"מפרולייט (1990) בע""מ",.00    ,48  ,24  ,103    ,26082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  4               ר עקיבא ההדס",25   ,0    ,0    ," "," "
540544   ,20200831  ,920250  ,31082020  ,48600       ,"""רבאון אלקטרוניקה בע",.00    ,48  ,24  ,169    ,26082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"           יית ביאליק לוי יוסף",25   ,0    ,0    ," "," "
540555   ,20200831  ,924353  ,31082020  ,6750        ,"         טל פארם בעמ",.00    ,48  ,24  ,21     ,30082020  ,6    ,"כ"," ",0          ,0  ,9  ,"ש","שי",92  ,"          אביב - יפו יד חרוצים",25   ,0    ,0    ,"2"," "
540571   ,20200831  ,918440  ,31082020  ,40000       ,"  טחנת קמח שלום בע""מ",.00    ,48  ,24  ,65     ,23082020  ,97   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ," 18          ח תקווה גולדנהירש",25   ,0    ,0    ," "," "
540582   ,20200831  ,2031    ,31082020  ,6500        ,"""מגדל חברה לביטוח בע",.00    ,48  ,24  ,13     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"         אביב - יפו סעדיה גאון",25   ,0    ,0    ," "," "
540588   ,20200831  ,917768  ,31082020  ,11700       ,"משקי עמק הירדן אגודה",.00    ,48  ,24  ,33     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
540590   ,20200831  ,2031    ,31082020  ,50150       ,"""מגדל חברה לביטוח בע",.00    ,48  ,24  ,94     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  9               ח תקווה שוהם",25   ,0    ,0    ," "," "
540591   ,20200831  ,917768  ,31082020  ,22550       ,"משקי עמק הירדן אגודה",.00    ,48  ,24  ,37     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      1             ריה העמקים",25   ,0    ,0    ," "," "
540595   ,20200831  ,909561  ,31082020  ,25900       ,"        מוצרי מעברות",.00    ,48  ,22  ,60     ,0         ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     1            ברות לא ידוע",25   ,0    ,0    ," "," "
540596   ,20200831  ,917206  ,31082020  ,29400       ,"               ביופט",.00    ,48  ,22  ,65     ,0         ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     1            ברות לא ידוע",25   ,0    ,0    ," "," "
540597   ,20200831  ,917202  ,31082020  ,17200       ,"          אנליט בע""מ",.00    ,48  ,22  ,36     ,0         ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     1            ברות לא ידוע",25   ,0    ,0    ," "," "
540598   ,20200831  ,914154  ,31082020  ,53950       ,"טעם טבע אלטמן שותפות",.00    ,48  ,22  ,101    ,0         ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"  2           ר יהודה אביב משה",25   ,0    ,0    ," "," "
540638   ,20200831  ,912405  ,31082020  ,30300       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,62     ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     3              מיאל הכבאי",25   ,0    ,0    ," "," "
540639   ,20200831  ,912405  ,31082020  ,81100       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,165    ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"       3            רת המחצבות",25   ,0    ,0    ," "," "
540641   ,20200831  ,912405  ,31082020  ,74400       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,118    ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"    62              רייה ויצמן",25   ,0    ,0    ," "," "
540646   ,20200831  ,912405  ,31082020  ,34400       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,80     ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     68               ניה הרצל",25   ,0    ,0    ," "," "
540710   ,20200831  ,924253  ,31082020  ,400000      ,"מילב- מועדוני הגמלאי",.00    ,48  ,24  ,800    ,30082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      15            פה אחד העם",3    ,0    ,0    ,"1"," "
540715   ,20200831  ,907582  ,31082020  ,12000       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,36     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540717   ,20200831  ,907582  ,31082020  ,20000       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,110    ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540718   ,20200831  ,907582  ,31082020  ,15750       ,"התאחדות המלאכה והתעש",.00    ,48  ,24  ,45     ,0         ,6    ," "," ",0          ,0  ,3  ,"ש","שי",92  ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
540720   ,20200831  ,909049  ,31082020  ,555900      ,"מועצה אזורית עמק חפר",.00    ,48  ,24  ,2551   ,0         ,2    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"            א. עמק חפר לא ידוע",4    ,0    ,0    ," "," "
540726   ,20200831  ,912405  ,31082020  ,24500       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,49     ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      1       ולה שד בגין מנחם",25   ,0    ,0    ," "," "
540727   ,20200831  ,923514  ,31082020  ,17200       ," מועדון הטבות לעובדי",.00    ,48  ,24  ,46     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      12              פה פלי""ם",25   ,0    ,0    ," "," "
540729   ,20200831  ,912405  ,31082020  ,76200       ," ביטוח לאומי תל אביב",.00    ,48  ,24  ,145    ,0         ,94   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      50          פה אח""י אילת",25   ,0    ,0    ," "," "
540739   ,20200831  ,924290  ,31082020  ,30000       ,"ליפסקר ושות' שירותים",.00    ,48  ,24  ,104    ,24082020  ,97   ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"      1              ימה המתכת",25   ,0    ,0    ," "," "
540746   ,20200831  ,913164  ,31082020  ,20200       ,"התאחדות התעשיינים בי",.00    ,48  ,24  ,32     ,23082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",92  ,"     18            גב. לא ידוע",25   ,0    ,0    ," "," "
540749   ,20200831  ,901218  ,31082020  ,13550       ,"     לשכת עורכי הדין",.00    ,48  ,24  ,24     ,0         ,32   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"      1             ננה המלאכה",25   ,0    ,0    ," "," "
540751   ,20200831  ,914547  ,31082020  ,57200       ,"   משקי הגליל העליון",.00    ,48  ,24  ,189    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",92  ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
